,srch_id,date_time,site_id,visitor_location_country_id,visitor_hist_starrating,visitor_hist_adr_usd,prop_country_id,prop_id,prop_starrating,prop_review_score,prop_brand_bool,prop_location_score1,prop_location_score2,prop_log_historical_price,position,price_usd,promotion_flag,srch_destination_id,srch_length_of_stay,srch_booking_window,srch_adults_count,srch_children_count,srch_room_count,srch_saturday_night_bool,srch_query_affinity_score,orig_destination_distance,random_bool,comp1_rate,comp1_inv,comp1_rate_percent_diff,comp2_rate,comp2_inv,comp2_rate_percent_diff,comp3_rate,comp3_inv,comp3_rate_percent_diff,comp4_rate,comp4_inv,comp4_rate_percent_diff,comp5_rate,comp5_inv,comp5_rate_percent_diff,comp6_rate,comp6_inv,comp6_rate_percent_diff,comp7_rate,comp7_inv,comp7_rate_percent_diff,comp8_rate,comp8_inv,comp8_rate_percent_diff,click_bool,gross_bookings_usd,booking_bool
41557,2768,2013-04-15 15:35:49,14,100,,,219,3628,2,4.0,1,2.94,0.0165,4.81,1,78.98,0,11235,2,47,2,0,1,1,,1277.01,0,,,,,,,,,,,,,,-1.0,,,,,,,,,-1.0,,1,184.43,1
41590,2770,2013-02-22 13:59:24,11,103,3.91,252.18,220,9959,5,4.0,1,5.1,0.5124,5.58,10,311.77,1,10757,3,13,2,0,1,1,,,1,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,0,,0
41612,2771,2012-11-19 20:35:31,24,216,,,81,4820,4,3.5,0,4.49,,4.67,9,90.19,1,6001,3,165,1,0,1,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
41631,2773,2013-04-10 17:26:04,5,219,,,219,1396,3,5.0,1,0.0,0.0031,4.71,8,135.0,0,18185,3,38,2,0,1,1,,152.94,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
41648,2774,2013-05-05 20:17:57,18,129,,,32,5375,4,4.0,0,3.89,,5.46,16,318.73,0,14849,1,29,2,0,1,0,,421.06,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
41677,2776,2013-03-18 19:03:48,5,219,,,219,580,3,4.0,1,1.39,,4.74,21,99.0,0,6012,1,3,2,0,2,1,,44.67,0,,,,,1.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0
41696,2777,2013-05-18 19:08:58,5,39,,,219,199,3,4.0,1,1.61,,5.09,27,152.0,0,17051,4,70,2,2,1,1,,,1,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
41721,2778,2013-05-19 15:15:43,5,219,,,88,779,2,3.5,0,2.77,0.0757,5.12,12,84.0,1,26919,1,6,3,0,1,1,,,1,,,,-1.0,0.0,9.0,1.0,0.0,9.0,,,,1.0,0.0,65.0,,,,,,,,,,0,,0
41736,2780,2013-02-01 16:22:57,5,219,,,219,7898,3,4.0,1,2.08,0.0081,5.24,2,119.0,0,26928,1,0,2,0,1,1,,48.29,0,,,,0.0,1.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0
41770,2781,2013-02-03 19:54:27,15,55,,,219,7268,3,4.0,1,0.69,0.2435,5.16,4,207.16,0,27838,4,181,2,2,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
41783,2782,2013-01-26 00:07:12,15,55,,,99,1398,3,4.5,0,1.79,,5.16,8,72.68,1,24083,4,111,2,0,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
41793,2784,2013-02-08 15:39:15,5,219,,,219,39824,2,2.5,1,2.48,0.2443,4.47,2,79.0,0,19480,1,0,2,0,1,1,,35.41,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,1.0,,,,,,,,0.0,0.0,,0,,0
41803,2785,2013-01-30 08:04:07,5,219,,,219,3281,4,4.0,1,3.09,0.2047,4.79,9,102.0,0,7571,2,0,1,0,1,0,,2.29,0,,,,,1.0,,,,,,,,,,,,,,,,,,,,0,,0
41836,2787,2012-11-01 09:28:10,5,219,,,219,1958,4,4.0,0,4.41,0.3533,5.13,7,219.0,0,9412,2,1,2,2,1,1,,185.72,1,,,,0.0,0.0,25.0,,,,,,,,,,,,,,,,,,,0,,0
41846,2790,2013-06-14 11:29:53,5,219,,,219,50101,0,4.5,0,0.69,0.0482,0.0,9,60.0,0,311,1,0,2,0,1,1,,567.23,0,,,,1.0,0.0,14.0,,,,,,,,,,,,,,,,,,,0,,0
41854,2792,2013-03-23 11:32:54,5,219,,,219,33,3,3.5,1,1.61,,4.47,32,60.0,0,1742,3,26,2,0,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
41886,2794,2012-12-07 15:59:38,18,129,2.72,78.83,219,6062,2,3.0,1,1.39,,4.48,15,199.1,0,20675,1,221,2,0,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
41899,2795,2013-03-22 04:44:49,5,219,,,219,248,3,3.5,1,3.22,0.4561,5.02,3,126.0,0,11846,1,104,2,2,1,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
41931,2797,2013-01-09 21:50:28,5,219,,,219,14596,3,3.5,0,0.0,0.2252,4.71,1,155.0,0,12863,3,36,2,0,1,1,,2348.39,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
41938,2799,2012-12-06 10:49:25,32,220,,,48,3551,4,4.5,0,0.69,0.0112,5.45,28,169.86,0,1412,1,39,2,2,1,0,,1692.58,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,0,,0
41969,2800,2013-01-21 06:43:50,5,219,2.88,169.33,219,2724,0,3.0,1,1.1,0.1355,4.3,26,63.0,0,8445,1,13,1,0,1,0,,126.71,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
41992,2801,2013-04-03 10:34:30,5,219,2.83,85.31,219,4553,2,3.5,1,1.1,,4.12,1,55.0,0,15918,1,21,2,0,1,0,,161.28,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
42015,2802,2013-04-17 18:29:04,5,219,,,219,589,3,4.5,1,2.56,,4.96,25,184.0,0,10162,1,10,2,0,1,1,,,0,,,,,,,0.0,0.0,,,,,,,,,,,,,,-1.0,0.0,14.0,0,,0
42044,2803,2013-06-11 16:34:14,32,220,,,220,113617,5,4.5,1,4.32,0.22399999999999998,0.0,2,203.62,0,13241,2,31,2,0,1,1,,427.6,1,,,,0.0,0.0,,0.0,0.0,26.0,,,,0.0,0.0,,,,,,,,,,,1,,0
42049,2804,2013-01-22 11:35:21,5,41,,,41,3578,5,2.5,0,1.39,0.0039,4.87,6,126.0,0,9126,2,66,2,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
42067,2805,2012-11-29 10:28:37,5,219,,,55,1817,3,3.5,0,5.67,0.0798,5.21,20,140.0,0,10979,4,136,2,1,1,0,,5446.21,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
42099,2810,2013-06-19 03:30:24,5,219,,,219,18202,2,4.0,1,1.61,0.0524,0.0,25,46.0,1,7680,1,0,2,0,1,0,,197.43,0,,,,1.0,0.0,3.0,1.0,0.0,17.0,,,,,,,,,,,,,0.0,0.0,,0,,0
42131,2815,2013-02-26 21:03:22,5,219,,,219,7898,3,4.0,1,2.08,,5.04,20,159.0,0,27542,2,2,2,0,1,1,,6.48,0,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0
42164,2816,2013-06-22 23:13:48,24,216,,,117,1743,3,0.0,0,3.56,0.0078,0.0,28,30.12,0,14897,1,22,1,0,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
42191,2818,2013-05-12 17:16:23,15,55,,,221,16,5,5.0,0,4.01,0.1314,5.83,16,268.78,0,10247,6,59,2,0,1,0,,,0,,,,,,,,,,,,,0.0,0.0,,-1.0,0.0,4.0,0.0,0.0,,,,,0,,0
42220,2819,2013-01-12 12:46:30,5,219,,,219,2979,2,3.5,0,0.0,,4.43,9,67.0,0,3452,2,7,2,0,1,1,,267.57,0,,,,0.0,0.0,,0.0,1.0,,,,,0.0,0.0,13.0,,,,,,,0.0,0.0,,0,,0
42250,2826,2013-02-06 14:41:17,16,31,3.0,253.27,219,1746,2,3.0,1,2.71,0.0226,5.05,21,128.48,0,27620,3,111,1,1,2,0,,6050.74,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
42282,2827,2013-04-05 11:10:31,5,219,2.69,111.2,219,8180,2,3.5,1,1.39,0.0036,4.29,21,64.0,0,7971,3,0,1,0,1,1,,2333.95,0,,,,-1.0,0.0,10.0,-1.0,0.0,10.0,,,,-1.0,1.0,5.0,,,,,,,-1.0,0.0,10.0,0,,0
42316,2829,2013-04-21 14:51:56,5,219,,,219,4560,3,3.5,0,2.56,,5.07,20,119.0,0,734,4,42,2,0,1,0,,559.76,1,,,,,,,,1.0,,,,,,,,,,,,,,,,,0,,0
42348,2830,2013-04-04 20:00:25,15,219,,,215,7773,4,0.0,0,6.2,,5.63,9,175.2,0,25696,3,15,2,0,1,1,,5269.18,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,0
42379,2832,2013-05-07 08:21:41,5,219,,,219,3786,4,4.0,1,2.56,0.1423,4.75,25,99.0,0,21312,1,3,2,0,1,1,,6.55,0,,,,0.0,0.0,,,1.0,,,,,,,,,,,,,,0.0,0.0,,0,,0
42411,2833,2013-03-12 20:41:13,24,216,,,219,9522,3,4.0,1,4.66,0.4168,5.6,30,181.68,1,20319,3,18,2,2,1,1,,,1,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
42440,2834,2013-06-20 07:19:10,5,219,,,219,25159,4,4.0,1,5.18,0.3243,0.0,1,299.0,0,9402,1,44,1,0,1,1,,2107.29,0,,,,-1.0,0.0,10.0,-1.0,0.0,10.0,,,,-1.0,0.0,3.0,,,,,,,-1.0,0.0,10.0,0,,0
42450,2835,2012-11-29 15:07:33,5,219,,,219,4141,3,4.0,1,2.94,,4.97,22,90.0,0,5879,1,1,2,0,1,1,,148.24,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
42473,2836,2013-03-05 11:54:54,5,9,,,59,7313,4,4.5,0,2.64,0.0875,5.83,13,246.0,1,1804,5,76,2,0,1,0,,,1,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,0,,0
42499,2837,2013-06-10 17:38:47,5,219,,,219,7459,3,0.0,1,1.79,,0.0,13,179.0,0,23127,1,4,1,0,1,1,,337.83,0,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0
42530,2838,2013-04-14 15:22:36,5,219,,,31,854,4,4.5,0,6.5,0.2712,6.0,8,519.0,0,23495,2,33,1,0,1,1,,4236.82,0,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,0,,0
42562,2841,2013-03-04 17:02:25,5,219,,,219,234,3,4.5,1,0.69,0.0028,5.16,13,140.0,0,23904,3,38,1,1,2,1,,923.72,0,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,0,,0
42579,2845,2012-12-22 20:09:48,5,219,,,219,464,3,4.5,1,1.95,0.0182,5.36,31,144.0,0,12638,2,3,2,0,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0,,0
42612,2846,2012-12-26 16:42:20,5,219,3.43,222.91,219,913,4,4.0,0,3.5,0.1537,5.05,14,107.0,0,4335,3,7,2,0,1,0,,103.49,0,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0
42645,2847,2013-01-11 16:37:55,5,219,,,219,40441,4,4.0,1,2.83,0.0109,5.61,3,139.0,0,15307,1,0,1,1,2,1,,91.73,0,,,,0.0,0.0,,1.0,0.0,43.0,,,,,,,,,,,,,1.0,0.0,43.0,1,158.95,1
42651,2848,2012-11-28 13:59:22,14,100,,,219,162,4,4.0,0,5.19,0.0983,5.77,25,336.66,1,23605,4,105,2,2,1,0,,1412.11,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
42682,2849,2013-04-22 21:43:16,5,219,,,219,1313,3,4.5,1,1.61,,4.92,30,130.0,0,25365,1,3,2,2,1,1,,,1,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
42715,2852,2013-06-27 19:59:54,5,219,,,219,4560,3,3.5,0,2.56,0.0075,0.0,6,104.0,1,3694,4,51,2,1,1,1,,281.23,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
42746,2854,2013-01-09 13:20:39,32,220,,,98,2184,5,0.0,1,1.1,,5.96,2,278.62,0,23561,9,311,2,0,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
42751,2855,2012-12-08 03:33:37,5,219,,,219,5286,5,4.5,1,4.28,0.0789,5.93,12,217.0,1,7512,1,1,2,1,1,0,,211.16,0,,,,1.0,0.0,5.0,-1.0,0.0,10.0,,,,-1.0,0.0,10.0,,,,,,,-1.0,0.0,10.0,0,,0
42782,2856,2013-04-13 08:54:56,5,154,,,99,12146,0,3.5,0,5.44,0.0215,5.07,3,77.0,1,13292,1,48,1,1,2,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,32.63,1
42809,2859,2013-05-18 18:49:23,15,55,,,55,8767,4,0.0,1,4.51,,5.13,18,606.8,0,7934,1,10,2,1,1,0,,,0,,,,,,,,,,,,,-1.0,0.0,55.0,,,,0.0,0.0,67.0,,,,0,,0
42825,2860,2012-12-12 10:21:40,19,158,,,158,14964,5,3.0,1,0.69,0.0007,5.21,10,184.09,0,4374,2,0,2,1,1,0,,,0,,,,,,,1.0,0.0,8.0,0.0,0.0,11.0,0.0,0.0,11.0,,,,,,,,,,0,,0
42838,2863,2012-12-24 17:12:16,5,219,,,219,1200,3,4.0,1,2.3,0.0631,4.68,18,99.0,0,15684,1,1,2,0,1,0,,701.61,0,,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0,,0
42861,2864,2013-02-18 23:43:01,5,219,,,219,4256,4,4.5,1,4.62,0.0691,5.51,7,299.0,0,18774,4,88,2,0,1,1,,1747.61,0,,,,0.0,1.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,1,,0
42893,2866,2013-03-20 09:18:47,5,212,,,219,19823,4,4.0,0,2.48,0.0118,5.8,12,396.0,0,4138,6,33,2,1,1,0,,,0,,,,0.0,0.0,,,,,,,,0.0,0.0,27.0,,,,,,,,,,0,,0
42903,2868,2013-02-02 09:58:38,7,100,,,215,3174,3,4.0,0,0.69,0.0102,4.59,15,98.34,0,23378,2,39,2,0,1,0,,3811.16,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
42933,2869,2012-11-30 20:06:34,5,219,,,219,35157,5,4.5,1,1.1,0.0315,5.62,6,179.0,0,17038,1,1,2,3,1,1,,52.34,0,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0
42942,2872,2013-02-06 11:05:57,16,31,,,215,9754,5,4.0,1,1.61,0.021,5.19,33,100.08,1,2303,4,88,1,1,2,0,,540.73,0,,,,,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,,,,0,,0
42973,2873,2013-05-14 19:27:29,5,219,,,219,208,3,4.0,1,4.23,0.1438,4.95,37,119.0,0,9412,3,64,2,1,1,0,,283.96,0,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,0,,0
43006,2876,2012-12-18 22:57:15,15,55,,,55,4976,4,4.5,1,2.89,0.0161,4.93,12,97.51,0,18369,1,157,2,0,1,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
43038,2877,2013-05-14 22:25:30,24,216,,,219,64217,2,3.5,0,1.39,0.7191,4.88,3,101.83,0,10983,3,51,2,0,1,1,,,0,,,,-1.0,0.0,20.0,,,,,,,,,,,,,,,,,,,0,,0
43044,2878,2013-05-19 22:27:41,5,219,,,219,5505,3,3.5,1,4.17,0.6632,5.26,1,175.0,1,16654,3,75,2,0,1,1,-23.599,154.72,1,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
43052,2879,2013-06-25 20:02:45,5,219,,,219,9178,4,4.5,1,1.79,0.0372,0.0,3,275.0,1,24521,3,30,2,0,1,1,,826.65,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
43063,2880,2013-04-14 06:36:57,5,219,,,219,34646,3,4.0,1,1.95,,4.95,31,110.0,0,23113,1,12,2,0,1,1,,86.77,0,,,,1.0,0.0,6.0,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0
43095,2884,2013-05-27 17:58:38,5,219,,,219,9502,3,4.5,0,2.56,0.0835,4.97,1,143.0,1,21634,2,17,2,2,1,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
43128,2887,2013-05-30 15:29:54,34,205,,,31,7617,5,5.0,1,4.91,0.1333,6.21,10,931.76,0,4924,2,21,2,0,1,1,,,0,,,,,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,,,,0,,0
43157,2888,2013-03-25 10:50:50,5,219,,,219,1945,3,4.5,1,2.3,,5.0,37,89.0,0,4467,3,24,2,0,1,1,,625.27,0,,,,0.0,0.0,,,1.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
43191,2889,2013-04-15 22:03:40,24,216,,,129,964,5,4.5,0,4.88,0.2434,5.46,7,304.01,0,16076,2,9,2,0,1,0,,,0,,,,,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,,,,0,,0
43219,2891,2013-06-17 10:25:26,5,219,,,219,12247,3,4.5,0,0.69,0.1453,0.0,4,135.0,1,2447,1,0,2,0,1,0,,155.69,0,,,,0.0,0.0,,1.0,0.0,17.0,,,,1.0,0.0,19.0,,,,,,,1.0,0.0,19.0,1,133.72,1
43237,2892,2013-05-28 00:41:45,5,117,,,219,3213,3,3.5,0,5.67,0.4287,5.88,20,210.0,1,24700,3,10,1,0,1,1,,,1,0.0,0.0,17.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,0,,0
43268,2893,2013-04-19 21:56:56,31,219,,,98,3149,3,0.0,0,3.18,,3.99,22,37.0,0,4862,28,136,1,0,1,0,,6610.3,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
43299,2894,2013-01-27 08:04:15,5,219,,,219,4682,3,4.0,0,0.69,0.0878,4.72,2,80.0,1,25121,4,10,2,0,1,0,,63.26,0,,,,-1.0,0.0,9.0,,,,,,,,,,,,,,,,,,,0,,0
43309,2898,2013-06-23 23:03:41,15,55,,,55,281,4,4.5,1,1.39,,0.0,6,101.76,0,9984,1,1,1,0,1,0,,,0,,,,,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,,,,0,,0
43335,2899,2013-02-06 22:00:31,32,220,,,61,395,5,4.5,0,1.61,0.1033,6.21,30,613.0,0,13696,6,123,2,0,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
43361,2900,2013-06-19 20:44:21,5,219,,,219,4256,4,4.5,1,4.62,,0.0,16,169.0,0,27164,1,20,2,0,1,0,-29.0453,59.18,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
43393,2903,2013-01-08 16:45:09,5,219,,,219,2962,2,3.0,1,1.1,,4.39,14,47.0,0,2546,1,36,2,0,1,0,-16.2557,97.57,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
43420,2904,2012-12-27 20:31:58,5,219,,,219,162,4,4.0,0,5.19,0.5205,5.77,25,299.0,1,25426,3,36,2,0,1,1,-10.1915,,1,,,,0.0,0.0,,,,,,,,0.0,0.0,7.0,,,,,,,0.0,0.0,7.0,0,,0
43451,2905,2013-03-01 20:32:40,5,219,,,99,6585,4,4.0,1,6.15,0.0188,6.01,8,246.0,0,13292,2,54,2,0,1,0,,5493.54,0,1.0,0.0,7.0,,,,,,,,,,0.0,0.0,,0.0,0.0,,,,,,,,0,,0
43483,2906,2013-03-25 07:30:32,5,219,,,18,2194,4,4.0,1,2.3,0.0854,6.09,2,194.0,1,6695,5,86,2,0,1,0,-22.1759,1964.5,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
43513,2908,2013-05-26 08:31:02,5,219,,,99,6585,4,4.0,1,6.15,0.0284,6.05,1,196.0,1,9082,3,82,1,1,1,1,,5135.07,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
43544,2909,2013-06-16 00:19:01,12,99,,,31,4305,0,4.5,0,6.42,0.5381,0.0,7,166.82,0,15974,1,0,2,0,1,0,,,0,,,,,,,,,,,,,1.0,0.0,20.0,,,,,,,,,,0,,0
43560,2911,2013-01-27 19:56:27,5,219,,,219,1211,2,3.0,1,3.4,0.0501,4.54,22,103.0,0,13870,2,26,2,1,1,1,,211.19,1,,,,-1.0,0.0,10.0,-1.0,0.0,10.0,,,,1.0,0.0,5.0,,,,,,,-1.0,0.0,10.0,0,,0
43593,2912,2013-05-17 18:35:55,26,132,,,132,2782,2,0.0,1,0.69,,4.51,10,80.22,0,17638,1,44,8,0,3,0,,,0,,,,,,,,,,,,,,1.0,,,,,,,,,,,0,,0
43605,2913,2013-06-09 15:13:24,5,219,,,219,18999,4,4.0,1,4.01,0.3878,0.0,7,282.0,0,13541,6,19,2,2,1,0,,369.96,1,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
43615,2915,2012-11-11 17:20:08,5,92,,,219,18935,4,4.0,0,2.08,0.0595,6.21,4,367.0,0,15752,3,91,2,0,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
43620,2916,2013-05-06 15:19:46,5,219,,,219,4468,5,4.5,1,2.3,0.0116,6.15,24,329.0,0,23605,5,15,4,0,1,0,,1306.22,0,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,1,,0
43651,2917,2012-11-17 17:52:55,5,219,,,219,8094,0,4.5,1,0.69,,4.89,17,143.0,0,27115,1,14,2,0,1,1,,152.99,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
43669,2918,2013-06-01 05:43:59,14,100,,,181,9073,5,4.5,1,1.79,0.0211,5.56,4,120.48,1,12907,1,22,2,0,1,0,,3970.65,0,,,,,,,,,,,,,0.0,0.0,,,,,1.0,0.0,11.0,,,,1,161.78,1
43700,2919,2013-02-06 21:26:15,15,55,,,55,9387,3,3.5,1,1.1,0.0098,4.89,16,98.67,0,15867,1,3,2,0,1,1,,,0,,,,,,,,,,,,,1.0,0.0,30.0,,,,1.0,0.0,30.0,,,,0,,0
43732,2920,2012-11-05 14:31:13,5,219,,,219,5772,3,4.5,1,1.61,0.0202,4.65,18,102.0,0,14251,1,1,2,0,1,0,,31.88,0,,,,,,,,,,,,,1.0,0.0,3.0,,,,,,,,,,0,,0
43760,2921,2013-01-19 06:23:43,5,219,,,219,3067,2,4.0,1,2.4,,4.29,31,68.0,1,7041,2,34,2,0,1,1,,7.56,1,,,,,,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0
43793,2922,2013-04-01 11:24:34,5,219,,,219,20462,2,4.5,1,1.79,0.8566,4.24,1,72.0,0,23180,2,46,2,2,1,1,,219.07,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
43798,2923,2013-06-29 11:09:22,5,219,,,219,442,4,4.5,1,1.61,0.0066,0.0,6,119.0,1,23605,4,44,2,0,1,0,,1191.45,0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,0,,0
43830,2925,2013-05-14 01:25:27,5,55,,,55,4047,4,4.0,1,0.0,0.0391,5.37,7,446.0,0,10010,1,0,4,0,2,0,,,0,,,,,,,,,,,,,0.0,0.0,,,1.0,,,1.0,,,,,0,,0
43849,2927,2013-05-30 14:45:44,26,39,,,117,4607,4,0.0,0,1.79,0.0106,4.41,26,65.21,0,5598,1,22,2,0,1,1,,,0,,,,,,,1.0,0.0,66.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,0,,0
43879,2928,2013-04-29 19:12:22,5,219,,,219,38759,3,4.5,1,3.22,,5.07,4,262.0,0,11894,4,340,4,0,2,1,,805.63,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
43884,2929,2013-01-02 15:51:57,32,219,,,220,8642,4,5.0,0,3.33,0.5662,5.34,4,341.42,0,16264,6,37,6,0,1,0,,9666.94,0,,,,,,,,,,0.0,0.0,,1.0,0.0,56.0,,,,,,,,,,0,,0
43908,2931,2013-06-22 09:37:49,14,100,,,100,2899,5,5.0,1,4.53,0.3557,0.0,17,315.58,0,15438,2,62,8,0,2,1,,318.49,1,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,0,,0
43935,2932,2012-12-09 18:20:04,5,219,,,219,893,3,3.5,1,2.83,0.095,4.96,31,91.0,0,25964,2,5,3,0,1,1,,8.51,0,,,,0.0,0.0,,0.0,0.0,4.0,,,,,,,,,,,,,0.0,0.0,,0,,0
43970,2933,2012-12-01 08:19:36,5,219,,,219,2001,3,4.5,1,2.56,0.0474,4.9,16,90.0,0,8628,1,0,2,0,1,1,,124.5,0,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0
44004,2935,2013-05-09 11:45:29,5,219,,,219,211,3,4.0,1,1.1,,4.39,19,89.0,0,1427,2,22,2,0,1,1,,1590.87,0,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0
44037,2936,2012-12-29 09:31:10,5,99,,,99,2393,2,5.0,0,1.39,,4.41,25,65.0,0,22660,1,2,2,0,1,0,,,0,,,,,,,,,,,,,1.0,0.0,17.0,,,,,,,,,,0,,0
44063,2937,2013-04-24 08:24:55,5,219,,,219,893,3,3.5,1,2.83,0.095,4.98,28,110.0,0,25964,3,2,1,1,1,1,,1980.27,1,,,,0.0,0.0,,0.0,0.0,,,,,,-1.0,,,,,,,,0.0,0.0,,0,,0
44097,2939,2013-02-10 06:17:03,5,219,,,219,10107,4,4.5,1,3.93,,5.49,12,144.0,0,305,1,3,1,0,1,0,,98.12,0,,,,0.0,0.0,,0.0,0.0,11.0,,,,-1.0,0.0,79.0,,,,,,,0.0,0.0,,0,,0
44128,2941,2013-01-24 08:53:22,5,219,,,219,1145,2,3.0,1,2.4,0.4342,4.34,13,45.0,0,16233,1,2,2,0,1,1,-29.476,31.71,0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0,,0
44157,2942,2013-02-17 08:36:56,5,219,,,219,12373,3,4.0,1,1.79,0.0005,4.85,26,96.0,0,18774,2,3,2,1,1,0,,414.15,1,,,,1.0,0.0,4.0,0.0,1.0,,,,,1.0,0.0,4.0,,,,,,,1.0,0.0,4.0,0,,0
44192,2943,2013-03-16 19:52:44,5,219,,,219,14534,2,2.5,1,2.56,,4.57,8,100.0,0,6345,1,11,2,2,1,0,,,1,,,,-1.0,0.0,10.0,-1.0,0.0,10.0,,,,0.0,0.0,,,,,,,,-1.0,0.0,10.0,0,,0
44224,2944,2013-03-18 11:50:37,5,219,,,219,4500,3,4.5,1,1.39,0.0364,4.78,29,144.0,0,19166,2,25,1,0,1,1,,2283.6,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
44255,2945,2012-11-21 10:52:56,5,219,,,219,11126,3,4.5,1,1.39,0.0088,4.57,18,80.0,1,18593,3,6,1,0,1,0,,394.99,1,,,,1.0,0.0,5.0,1.0,0.0,5.0,,,,,,,,,,,,,-1.0,0.0,6.0,0,,0
